category,dataset,distilgpt2_correct,failed_models,gpt2_correct,gpt2_margin,pair_id,sentence_bad,sentence_good,subtype,template_type,tiny_correct,tiny_margin
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.17586735316685242,rl_dist_0030,The student who the farmers question write.,The student who the farmers question writes.,object_relative_clause_plural_embedded_who,relative_clause,False,-0.0020250592912951504
all_models_fail,rl,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.20863233293805816,rl_dist_0031,The student who the editors remember notice.,The student who the editors remember notices.,object_relative_clause_plural_embedded_who,relative_clause,False,-5.558558872920116e-05
mixed_disagreement,rl,False,"hf_distilgpt2,hf_tiny_gpt2",True,0.054659707205637176,rl_dist_0032,The musician who the brokers observe listen.,The musician who the brokers observe listens.,object_relative_clause_plural_embedded_who,relative_clause,False,-0.005305698939730874
all_models_fail,rl,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.4847957066127231,rl_dist_0033,The chef that the mechanic calls study.,The chef that the mechanic calls studies.,object_relative_clause_that,relative_clause,False,-0.00015694754464412597
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.10967472621372831,rl_dist_0034,The bird that the visitor knows open.,The bird that the visitor knows opens.,object_relative_clause_that,relative_clause,False,-0.002782549176897575
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.09797831944056856,rl_dist_0035,The guard that the lawyer supports notice.,The guard that the lawyer supports notices.,object_relative_clause_that,relative_clause,False,-5.5585588727424806e-05
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.4707924979073663,rl_dist_0036,The nurse that the farmer guides move.,The nurse that the farmer guides moves.,object_relative_clause_that,relative_clause,False,-0.00421905517578125
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.7861001150948663,rl_dist_0037,The scientist that the doctor follows laugh.,The scientist that the doctor follows laughs.,object_relative_clause_that,relative_clause,False,-0.004286629813057274
all_models_fail,rl,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.09233910696847136,rl_dist_0038,The nurse that the neighbor sees open.,The nurse that the neighbor sees opens.,object_relative_clause_that,relative_clause,False,-0.002748761858258675
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.5460929870605469,rl_dist_0039,The manager that the girl admires listen.,The manager that the girl admires listens.,object_relative_clause_that,relative_clause,False,-0.0050029754638671875
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.29385866437639496,rl_dist_0040,The teacher that the neighbor questions move.,The teacher that the neighbor questions moves.,object_relative_clause_that,relative_clause,False,-0.004285539899553825
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.6056575775146484,rl_dist_0041,The guard that the neighbor admires arrive.,The guard that the neighbor admires arrives.,object_relative_clause_that,relative_clause,False,-0.0019922256469726562
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.1068327767508368,rl_dist_0042,The nurse that the artist guides travel.,The nurse that the artist guides travels.,object_relative_clause_that,relative_clause,False,-0.0013405936104913252
mixed_disagreement,rl,True,"hf_gpt2,hf_tiny_gpt2",False,-0.08361380440848176,rl_dist_0043,The judge that the clerk sees move.,The judge that the clerk sees moves.,object_relative_clause_that,relative_clause,False,-0.00424630301339235
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.6101319449288507,rl_dist_0044,The manager that the farmer trusts speak.,The manager that the farmer trusts speaks.,object_relative_clause_that,relative_clause,False,-0.0008534022739947744
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.3294072832380026,rl_dist_0045,The author that the neighbor likes laugh.,The author that the neighbor likes laughs.,object_relative_clause_that,relative_clause,False,-0.004387991768972199
mixed_disagreement,rl,False,"hf_distilgpt2,hf_gpt2",False,-0.4355468750000009,rl_dist_0046,The judge that the mechanic likes close.,The judge that the mechanic likes closes.,object_relative_clause_that,relative_clause,True,0.0002790178571423496
only_one_stronger_model_fails,rl,False,hf_distilgpt2,True,0.047395978655133675,rl_dist_0047,The teacher that the lawyer likes sleep.,The teacher that the lawyer likes sleeps.,object_relative_clause_that,relative_clause,True,0.000912257603237876
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.23491723196847136,rl_dist_0048,The student that the lawyer sees listen.,The student that the lawyer sees listens.,object_relative_clause_that,relative_clause,False,-0.005307878766741325
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.12120764596121525,rl_dist_0049,The actor who the coach supports travel.,The actor who the coach supports travels.,object_relative_clause_who,relative_clause,False,-0.00133514404296875
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.18120792933872742,rl_dist_0050,The driver who the broker guides study.,The driver who the broker guides studies.,object_relative_clause_who,relative_clause,False,-0.0002190726143975752
all_models_fail,rl,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.14906202043805727,rl_dist_0051,The nurse who the mechanic sees open.,The nurse who the mechanic sees opens.,object_relative_clause_who,relative_clause,False,-0.00274658203125
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.13270132882254426,rl_dist_0052,The scientist who the coach calls speak.,The scientist who the coach calls speaks.,object_relative_clause_who,relative_clause,False,-0.0007356916155139004
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.22163445608956422,rl_dist_0053,The author who the editor observes sleep.,The author who the editor observes sleeps.,object_relative_clause_who,relative_clause,False,-0.00042288643973087403
mixed_disagreement,rl,True,"hf_gpt2,hf_tiny_gpt2",False,-0.059783390590123275,rl_dist_0054,The judge who the visitor observes open.,The judge who the visitor observes opens.,object_relative_clause_who,relative_clause,False,-0.003367832728793374
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.7380207606724332,rl_dist_0055,The pilot who the lawyer questions laugh.,The pilot who the lawyer questions laughs.,object_relative_clause_who,relative_clause,False,-0.004366193498883675
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.6419497898646762,rl_dist_0056,The author who the neighbor supports write.,The author who the neighbor supports writes.,object_relative_clause_who,relative_clause,False,-0.0022081647600451504
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.2782036917550226,rl_dist_0057,The chef who the artist trusts travel.,The chef who the artist trusts travels.,object_relative_clause_who,relative_clause,False,-0.00133514404296875
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.21633148193359464,rl_dist_0058,The guard who the singer trusts move.,The guard who the singer trusts moves.,object_relative_clause_who,relative_clause,False,-0.0042539324079236
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.23238154820033508,rl_dist_0059,The reporter who the mechanic knows listen.,The reporter who the mechanic knows listens.,object_relative_clause_who,relative_clause,False,-0.005377633231026024
mixed_disagreement,rl,True,"hf_gpt2,hf_tiny_gpt2",False,-0.08349418640136719,rl_dist_0060,The author who the farmer admires open.,The author who the farmer admires opens.,object_relative_clause_who,relative_clause,False,-0.00058746337890625
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.21091679164341492,rl_dist_0061,The dancer who the singer follows study.,The dancer who the singer follows studies.,object_relative_clause_who,relative_clause,False,-0.000213623046875
only_one_stronger_model_fails,rl,True,hf_gpt2,False,-0.10356576102120485,rl_dist_0062,The nurse who the mechanic questions sleep.,The nurse who the mechanic questions sleeps.,object_relative_clause_who,relative_clause,True,0.0009177071707586748
mixed_disagreement,rl,True,"hf_gpt2,hf_tiny_gpt2",False,-0.05594961983816926,rl_dist_0063,The nurse who the farmer likes study.,The nurse who the farmer likes studies.,object_relative_clause_who,relative_clause,False,-0.00021253313337155078
all_models_succeed,rl,True,,True,0.7135402134486606,rl_dist_0064,The teacher who the editor knows arrive.,The teacher who the editor knows arrives.,object_relative_clause_who,relative_clause,True,0.0007738385881701504
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.9226510184151779,rl_dist_0065,The dancers that the farmer likes closes.,The dancers that the farmer likes close.,plural_object_relative_clause_that,relative_clause,False,-0.0002801077706475752
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.6912776402064722,rl_dist_0066,The scientists that the lawyer guides waits.,The scientists that the lawyer guides wait.,plural_object_relative_clause_that,relative_clause,False,-0.0013068062918524248
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.7026797703334271,rl_dist_0067,The chefs that the singer follows waits.,The chefs that the singer follows wait.,plural_object_relative_clause_that,relative_clause,False,-0.0012457711356024248
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.4399441310337613,rl_dist_0068,The birds that the editor calls runs.,The birds that the editor calls run.,plural_object_relative_clause_that,relative_clause,False,-0.003912789481027801
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.8734861101422986,rl_dist_0069,The nurses that the artist calls sleeps.,The nurses that the artist calls sleep.,plural_object_relative_clause_that,relative_clause,False,-0.00075531005859375
mixed_disagreement,rl,True,"hf_gpt2,hf_tiny_gpt2",False,-0.0029863630022326504,rl_dist_0070,The managers that the visitor follows answers.,The managers that the visitor follows answer.,plural_object_relative_clause_that,relative_clause,False,-0.0033122471400659492
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.2852265494210382,rl_dist_0071,The chefs that the artist follows answers.,The chefs that the artist follows answer.,plural_object_relative_clause_that,relative_clause,False,-0.0032806396484375
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.7517689296177457,rl_dist_0072,The boys that the coach guides sleeps.,The boys that the coach guides sleep.,plural_object_relative_clause_that,relative_clause,False,-0.00093841552734375
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.2680337088448663,rl_dist_0073,The dogs that the mechanic calls dances.,The dogs that the mechanic calls dance.,plural_object_relative_clause_that,relative_clause,False,-0.006227765764508675
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.30573817661830294,rl_dist_0074,The dancers that the editor remembers arrives.,The dancers that the editor remembers arrive.,plural_object_relative_clause_that,relative_clause,False,-0.0007880074637274248
mixed_disagreement,rl,False,"hf_distilgpt2,hf_tiny_gpt2",True,0.1723605564662387,rl_dist_0075,The actors that the broker remembers smiles.,The actors that the broker remembers smile.,plural_object_relative_clause_that,relative_clause,False,-0.006270272391184051
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.6405345371791284,rl_dist_0076,The reporters that the singer sees closes.,The reporters that the singer sees close.,plural_object_relative_clause_that,relative_clause,False,-0.0003215244838159492
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.21607153756277864,rl_dist_0077,The chefs that the editor observes writes.,The chefs that the editor observes write.,plural_object_relative_clause_that,relative_clause,False,-0.009638105119977425
mixed_disagreement,rl,False,"hf_distilgpt2,hf_tiny_gpt2",True,0.08023289271763367,rl_dist_0078,The writers that the doctor calls smiles.,The writers that the doctor calls smile.,plural_object_relative_clause_that,relative_clause,False,-0.006710597446987876
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.3582098824637274,rl_dist_0079,The actors that the editor trusts smiles.,The actors that the editor trusts smile.,plural_object_relative_clause_that,relative_clause,False,-0.006280081612722199
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.43461717878069184,rl_dist_0080,The authors that the mechanic guides works.,The authors that the mechanic guides work.,plural_object_relative_clause_that,relative_clause,False,-0.004210335867744774
mixed_disagreement,rl,False,"hf_distilgpt2,hf_tiny_gpt2",True,0.13721338907877634,rl_dist_0081,The writer behind the cars travel.,The writer behind the cars travels.,pp_plural_attractor_behind,pp_attractor,False,-0.0011342366536464255
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.12047767639160156,rl_dist_0082,The writer behind the gardens close.,The writer behind the gardens closes.,pp_plural_attractor_behind,pp_attractor,False,-0.001310984293620976
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.029081344604492188,rl_dist_0083,The actor behind the keys listen.,The actor behind the keys listens.,pp_plural_attractor_behind,pp_attractor,False,-0.005601247151691524
all_models_fail,rl,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.0483544667561846,rl_dist_0084,The author behind the maps open.,The author behind the maps opens.,pp_plural_attractor_behind,pp_attractor,False,-0.0007082621256504495
mixed_disagreement,rl,False,"hf_distilgpt2,hf_tiny_gpt2",True,0.25328763326009174,rl_dist_0085,The actor behind the cabinets answer.,The actor behind the cabinets answers.,pp_plural_attractor_behind,pp_attractor,False,-0.003842671712238399
mixed_disagreement,rl,False,"hf_distilgpt2,hf_tiny_gpt2",True,0.029881159464518525,rl_dist_0086,The dancer behind the students run.,The dancer behind the students runs.,pp_plural_attractor_behind,pp_attractor,False,-0.0056978861490879495
mixed_disagreement,rl,True,"hf_gpt2,hf_tiny_gpt2",False,-0.32698949178059955,rl_dist_0087,The manager behind the computers close.,The manager behind the computers closes.,pp_plural_attractor_behind,pp_attractor,False,-0.0006205240885428509
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.41245142618815045,rl_dist_0088,The robot behind the keys move.,The robot behind the keys moves.,pp_plural_attractor_behind,pp_attractor,False,-0.0063158671061191995
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.14750925699869732,rl_dist_0089,The teacher behind the letters move.,The teacher behind the letters moves.,pp_plural_attractor_behind,pp_attractor,False,-0.0065167744954433005
mixed_disagreement,rl,False,"hf_distilgpt2,hf_tiny_gpt2",True,0.0204327901204433,rl_dist_0090,The driver behind the reports dance.,The driver behind the reports dances.,pp_plural_attractor_behind,pp_attractor,False,-0.0032450358072910745
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.29589080810546875,rl_dist_0091,The author beside the reports speak.,The author beside the reports speaks.,pp_plural_attractor_beside,pp_attractor,False,-0.001082102457683476
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.0051104227701816995,rl_dist_0092,The judge beside the instruments wait.,The judge beside the instruments waits.,pp_plural_attractor_beside,pp_attractor,False,-0.001346588134765625
all_models_fail,rl,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.100982666015625,rl_dist_0093,The nurse beside the keys open.,The nurse beside the keys opens.,pp_plural_attractor_beside,pp_attractor,False,-0.00072479248046875
mixed_disagreement,rl,False,"hf_distilgpt2,hf_tiny_gpt2",True,0.0871880849202471,rl_dist_0094,The pilot beside the computers sleep.,The pilot beside the computers sleeps.,pp_plural_attractor_beside,pp_attractor,False,-0.00079345703125
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.29914093017578125,rl_dist_0095,The writer beside the computers run.,The writer beside the computers runs.,pp_plural_attractor_beside,pp_attractor,False,-0.0026156107584629495
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.2937793731689453,rl_dist_0096,The reporter beside the cars return.,The reporter beside the cars returns.,pp_plural_attractor_beside,pp_attractor,False,-0.0040740966796875
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.21736717224121094,rl_dist_0097,The scientist beside the computers arrive.,The scientist beside the computers arrives.,pp_plural_attractor_beside,pp_attractor,False,-0.00047429402669330045
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.17138036092122366,rl_dist_0098,The robot beside the reports return.,The robot beside the reports returns.,pp_plural_attractor_beside,pp_attractor,False,-0.007836659749347774
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.019613901774088838,rl_dist_0099,The teacher beside the reports smile.,The teacher beside the reports smiles.,pp_plural_attractor_beside,pp_attractor,False,-0.004024505615234375
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.30768458048502634,rl_dist_0100,The robot beside the cars work.,The robot beside the cars works.,pp_plural_attractor_beside,pp_attractor,False,-0.0034268697102870505
mixed_disagreement,rl,True,"hf_gpt2,hf_tiny_gpt2",False,-0.04128519694010446,rl_dist_0101,The nurse near the cars read.,The nurse near the cars reads.,pp_plural_attractor_near,pp_attractor,False,-0.001467386881511601
mixed_disagreement,rl,True,"hf_gpt2,hf_tiny_gpt2",False,-0.00833892822265625,rl_dist_0102,The writer near the maps close.,The writer near the maps closes.,pp_plural_attractor_near,pp_attractor,False,-0.001393636067707149
mixed_disagreement,rl,False,"hf_distilgpt2,hf_tiny_gpt2",True,0.10230127970377634,rl_dist_0103,The guard near the cabinets notice.,The guard near the cabinets notices.,pp_plural_attractor_near,pp_attractor,False,-0.00010426839192767545
all_models_fail,rl,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.04907798767089844,rl_dist_0104,The scientist near the keys open.,The scientist near the keys opens.,pp_plural_attractor_near,pp_attractor,False,-0.00072479248046875
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.06675593058268259,rl_dist_0105,The writer near the keys arrive.,The writer near the keys arrives.,pp_plural_attractor_near,pp_attractor,False,-0.001004536946613399
all_models_fail,rl,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.011606216430664062,rl_dist_0106,The teacher near the letters move.,The teacher near the letters moves.,pp_plural_attractor_near,pp_attractor,False,-0.0065167744954433005
mixed_disagreement,rl,True,"hf_gpt2,hf_tiny_gpt2",False,-0.014170328776041963,rl_dist_0107,The dog near the reports smile.,The dog near the reports smiles.,pp_plural_attractor_near,pp_attractor,False,-0.004024505615234375
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.3398100535074873,rl_dist_0108,The nurse near the maps laugh.,The nurse near the maps laughs.,pp_plural_attractor_near,pp_attractor,False,-0.006944020589191524
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.4652080535888672,rl_dist_0109,The robot near the paintings write.,The robot near the paintings writes.,pp_plural_attractor_near,pp_attractor,False,-0.014718373616535274
mixed_disagreement,rl,False,"hf_distilgpt2,hf_tiny_gpt2",True,0.11044883728027344,rl_dist_0110,The teacher near the cabinets dance.,The teacher near the cabinets dances.,pp_plural_attractor_near,pp_attractor,False,-0.002934773763019649
all_models_fail,rl,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.4555854797363281,rl_dist_0111,The driver with the letters open.,The driver with the letters opens.,pp_plural_attractor_with,pp_attractor,False,-0.0007476806640625
all_models_fail,rl,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.4683876037597656,rl_dist_0112,The actor with the computers open.,The actor with the computers opens.,pp_plural_attractor_with,pp_attractor,False,-0.00032552083333392545
all_models_fail,rl,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.010851542154947325,rl_dist_0113,The student with the cabinets travel.,The student with the cabinets travels.,pp_plural_attractor_with,pp_attractor,False,-0.0020039876302089255
mixed_disagreement,rl,False,"hf_distilgpt2,hf_tiny_gpt2",True,0.08292579650878906,rl_dist_0114,The robot with the keys sleep.,The robot with the keys sleeps.,pp_plural_attractor_with,pp_attractor,False,-0.001750946044921875
mixed_disagreement,rl,True,"hf_gpt2,hf_tiny_gpt2",False,-0.04319127400716116,rl_dist_0115,The author with the letters listen.,The author with the letters listens.,pp_plural_attractor_with,pp_attractor,False,-0.005779266357421875
all_models_fail,rl,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.04831822713216116,rl_dist_0116,The writer with the reports work.,The writer with the reports works.,pp_plural_attractor_with,pp_attractor,False,-0.0065294901529941995
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.20963096618652344,rl_dist_0117,The chef with the students listen.,The chef with the students listens.,pp_plural_attractor_with,pp_attractor,False,-0.005680084228515625
mixed_disagreement,rl,False,"hf_distilgpt2,hf_tiny_gpt2",True,0.03197415669759174,rl_dist_0118,The robot with the gardens run.,The robot with the gardens runs.,pp_plural_attractor_with,pp_attractor,False,-0.005168914794921875
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.5019187927246094,rl_dist_0119,The guard with the instruments answer.,The guard with the instruments answers.,pp_plural_attractor_with,pp_attractor,False,-0.00424957275390625
all_models_fail,rl,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.1870587666829433,rl_dist_0120,The bird with the maps open.,The bird with the maps opens.,pp_plural_attractor_with,pp_attractor,False,-0.00070953369140625
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.5811513264973964,rl_dist_0121,The judges behind the instrument arrives.,The judges behind the instrument arrive.,pp_singular_attractor_behind,pp_attractor,False,-0.00092315673828125
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.6094207763671875,rl_dist_0122,The writers behind the computer listens.,The writers behind the computer listen.,pp_singular_attractor_behind,pp_attractor,False,-0.005379994710285274
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.2861913045247393,rl_dist_0123,The teachers behind the map works.,The teachers behind the map work.,pp_singular_attractor_behind,pp_attractor,False,-0.006008148193359375
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.49167315165201764,rl_dist_0124,The authors behind the computer listens.,The authors behind the computer listen.,pp_singular_attractor_behind,pp_attractor,False,-0.005379994710285274
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.6498260498046875,rl_dist_0125,The dogs behind the map waits.,The dogs behind the map wait.,pp_singular_attractor_behind,pp_attractor,False,-0.001255035400390625
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.2915700276692714,rl_dist_0126,The robots behind the instrument moves.,The robots behind the instrument move.,pp_singular_attractor_behind,pp_attractor,False,-0.006427764892578125
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.32119305928548236,rl_dist_0127,The reporters behind the car laughs.,The reporters behind the car laugh.,pp_singular_attractor_behind,pp_attractor,False,-0.006927490234375
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.550373077392579,rl_dist_0128,The chefs behind the report notices.,The chefs behind the report notice.,pp_singular_attractor_behind,pp_attractor,False,-0.00011698404947857455
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.629690806070963,rl_dist_0129,The authors behind the painting sleeps.,The authors behind the painting sleep.,pp_singular_attractor_behind,pp_attractor,False,-0.00171661376953125
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.29912757873535156,rl_dist_0130,The reporters behind the map speaks.,The reporters behind the map speak.,pp_singular_attractor_behind,pp_attractor,False,-0.001055399576824101
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.3216768900553397,rl_dist_0131,The authors beside the map answers.,The authors beside the map answer.,pp_singular_attractor_beside,pp_attractor,False,-0.0040130615234375
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.40465418497721384,rl_dist_0132,The authors beside the map smiles.,The authors beside the map smile.,pp_singular_attractor_beside,pp_attractor,False,-0.0037371317545566995
mixed_disagreement,rl,False,"hf_distilgpt2,hf_tiny_gpt2",True,0.15493520100911518,rl_dist_0133,The teachers beside the key arrives.,The teachers beside the key arrive.,pp_singular_attractor_beside,pp_attractor,False,-0.0009167989095040241
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.3929646809895839,rl_dist_0134,The students beside the letter moves.,The students beside the letter move.,pp_singular_attractor_beside,pp_attractor,False,-0.00644683837890625
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.38469568888346384,rl_dist_0135,The dancers beside the map dances.,The dancers beside the map dance.,pp_singular_attractor_beside,pp_attractor,False,-0.002995808919269649
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.3659871419270839,rl_dist_0136,The judges beside the map smiles.,The judges beside the map smile.,pp_singular_attractor_beside,pp_attractor,False,-0.0037371317545566995
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.3451499938964844,rl_dist_0137,The dogs beside the book moves.,The dogs beside the book move.,pp_singular_attractor_beside,pp_attractor,False,-0.0063947041829433005
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.536417643229167,rl_dist_0138,The pilots beside the map writes.,The pilots beside the map write.,pp_singular_attractor_beside,pp_attractor,False,-0.01384735107421875
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.2071558634440116,rl_dist_0139,The teachers beside the cabinet writes.,The teachers beside the cabinet write.,pp_singular_attractor_beside,pp_attractor,False,-0.0150616963704433
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.2366943359375,rl_dist_0140,The nurses beside the book sleeps.,The nurses beside the book sleep.,pp_singular_attractor_beside,pp_attractor,False,-0.001721700032550899
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.21973864237467478,rl_dist_0141,The scientists near the letter opens.,The scientists near the letter open.,pp_singular_attractor_near,pp_attractor,False,-0.0007375081380214255
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.3520978291829433,rl_dist_0142,The scientists near the garden notices.,The scientists near the garden notice.,pp_singular_attractor_near,pp_attractor,False,-0.00011316935221294955
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.5997702280680333,rl_dist_0143,The reporters near the report waits.,The reporters near the report wait.,pp_singular_attractor_near,pp_attractor,False,-0.0013631184895839255
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.4165941874186201,rl_dist_0144,The guards near the letter listens.,The guards near the letter listen.,pp_singular_attractor_near,pp_attractor,False,-0.0056978861490879495
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.3747882843017578,rl_dist_0145,The drivers near the map reads.,The drivers near the map read.,pp_singular_attractor_near,pp_attractor,False,-0.0025393168131504495
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.1271998087565107,rl_dist_0146,The musicians near the cabinet smiles.,The musicians near the cabinet smile.,pp_singular_attractor_near,pp_attractor,False,-0.0040639241536464255
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.589885711669921,rl_dist_0147,The authors near the book sleeps.,The authors near the book sleep.,pp_singular_attractor_near,pp_attractor,False,-0.0017229715983066995
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.5124142964680987,rl_dist_0148,The teachers near the painting arrives.,The teachers near the painting arrive.,pp_singular_attractor_near,pp_attractor,False,-0.00091552734375
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.1431134541829433,rl_dist_0149,The pilots near the computer opens.,The pilots near the computer open.,pp_singular_attractor_near,pp_attractor,False,-0.0006955464680977741
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.08512369791666607,rl_dist_0150,The authors near the instrument laughs.,The authors near the instrument laugh.,pp_singular_attractor_near,pp_attractor,False,-0.007099151611328125
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.6035474141438799,rl_dist_0151,The authors with the cabinet notices.,The authors with the cabinet notice.,pp_singular_attractor_with,pp_attractor,False,-0.00011698404947857455
all_models_fail,rl,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.1940905253092451,rl_dist_0152,The birds with the report travels.,The birds with the report travel.,pp_singular_attractor_with,pp_attractor,False,-0.002301534016925899
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.506123860677083,rl_dist_0153,The nurses with the book listens.,The nurses with the book listen.,pp_singular_attractor_with,pp_attractor,False,-0.005649566650390625
mixed_disagreement,rl,True,"hf_gpt2,hf_tiny_gpt2",False,-0.008701324462890625,rl_dist_0154,The drivers with the map works.,The drivers with the map work.,pp_singular_attractor_with,pp_attractor,False,-0.006020863850910274
